title,imdb_id,year,rating,vote_count,duration_min,genres,plot,url
Donnie Darko,tt0246578,2001,8.0,910000,,,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",https://www.imdb.com/title/tt0246578/?ref_=sr_t_372
Avengers Assemble,tt0848228,2012,8.0,1600000,,,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,https://www.imdb.com/title/tt0848228/?ref_=sr_t_373
The Revenant,tt1663202,2015,8.0,947000,,,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,https://www.imdb.com/title/tt1663202/?ref_=sr_t_374
Deadpool,tt1431045,2016,8.0,1200000,,,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",https://www.imdb.com/title/tt1431045/?ref_=sr_t_375
Twelve Monkeys,tt0114746,1995,8.0,679000,,,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",https://www.imdb.com/title/tt0114746/?ref_=sr_t_376
Black Swan,tt0947798,2010,8.0,887000,,,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.",https://www.imdb.com/title/tt0947798/?ref_=sr_t_377
Scent of a Woman,tt0105323,1992,8.0,370000,,,"A young prep student takes a job as an assistant to a blind, irritable, retired Army lieutenant colonel over Thanksgiving weekend.",https://www.imdb.com/title/tt0105323/?ref_=sr_t_378
The Pursuit of Happyness,tt0454921,2006,8.0,619000,,,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,https://www.imdb.com/title/tt0454921/?ref_=sr_t_379
Her,tt1798709,2013,8.0,725000,,,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://www.imdb.com/title/tt1798709/?ref_=sr_t_380
The Incredibles,tt0317705,2004,8.0,897000,,,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",https://www.imdb.com/title/tt0317705/?ref_=sr_t_381
Magnolia,tt0175880,1999,8.0,350000,,,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.",https://www.imdb.com/title/tt0175880/?ref_=sr_t_382
The Imitation Game,tt2084970,2014,8.0,876000,,,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",https://www.imdb.com/title/tt2084970/?ref_=sr_t_383
CODA,tt10366460,2021,8.0,206000,,,"When the family's fishing business is threatened, Ruby finds herself torn between pursuing her musical passion and her fear of abandoning her deaf parents.",https://www.imdb.com/title/tt10366460/?ref_=sr_t_384
The Invisible Guest,tt4857264,2016,8.0,212000,,,"A young businessman wakes up in a hotel room locked from the inside with the dead body of his lover next to him. He hires a prestigious lawyer, and over one night they work together to clarify what happened in a frenetic race against time.",https://www.imdb.com/title/tt4857264/?ref_=sr_t_385
Into the Wild,tt0758758,2007,8.0,694000,,,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",https://www.imdb.com/title/tt0758758/?ref_=sr_t_386
Kill Bill: Vol. 2,tt0378194,2004,8.0,867000,,,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",https://www.imdb.com/title/tt0378194/?ref_=sr_t_387
Stalker,tt0079944,1979,8.0,156000,,,A guide leads two men through an area known as the Zone to find a room that grants wishes.,https://www.imdb.com/title/tt0079944/?ref_=sr_t_388
Rain Man,tt0095953,1988,8.0,584000,,,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",https://www.imdb.com/title/tt0095953/?ref_=sr_t_389
Akira,tt0094625,1988,8.0,225000,,,A secret military project endangers Neo-Tokyo when it turns a teenage biker gang member into a rampaging psychic psychopath who can only be stopped by his best friend.,https://www.imdb.com/title/tt0094625/?ref_=sr_t_390
Beauty and the Beast,tt0101414,1991,8.0,504000,,,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,https://www.imdb.com/title/tt0101414/?ref_=sr_t_391
Perfect Blue,tt0156887,1997,8.0,121000,,,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",https://www.imdb.com/title/tt0156887/?ref_=sr_t_392
Dog Day Afternoon,tt0072890,1975,8.0,292000,,,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",https://www.imdb.com/title/tt0072890/?ref_=sr_t_393
Slumdog Millionaire,tt1010048,2008,8.0,909000,,,"When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.",https://www.imdb.com/title/tt1010048/?ref_=sr_t_394
Life of Brian,tt0079470,1979,8.0,435000,,,"Born on the original Christmas day in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for the messiah.",https://www.imdb.com/title/tt0079470/?ref_=sr_t_395
Dances with Wolves,tt0099348,1990,8.0,310000,,,A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.,https://www.imdb.com/title/tt0099348/?ref_=sr_t_396
Sin City,tt0401792,2005,8.0,820000,,,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",https://www.imdb.com/title/tt0401792/?ref_=sr_t_397
Blood Diamond,tt0450259,2006,8.0,624000,,,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",https://www.imdb.com/title/tt0450259/?ref_=sr_t_398
In the Mood for Love,tt0118694,2000,8.0,187000,,,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",https://www.imdb.com/title/tt0118694/?ref_=sr_t_399
Portrait of a Lady on Fire,tt8613070,2019,8.0,127000,,,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",https://www.imdb.com/title/tt8613070/?ref_=sr_t_400
Soul,tt2948372,2020,8.0,446000,,,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.",https://www.imdb.com/title/tt2948372/?ref_=sr_t_401
Groundhog Day,tt0107048,1993,8.0,736000,,,A curmudgeonly weatherman finds himself stuck in a time loop and is forced to relive the same day over and over again.,https://www.imdb.com/title/tt0107048/?ref_=sr_t_402
Aladdin,tt0103639,1992,8.0,499000,,,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://www.imdb.com/title/tt0103639/?ref_=sr_t_403
The King's Speech,tt1504320,2010,8.0,732000,,,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",https://www.imdb.com/title/tt1504320/?ref_=sr_t_404
The Graduate,tt0061722,1967,8.0,303000,,,A disillusioned college graduate finds himself torn between his older lover and her daughter.,https://www.imdb.com/title/tt0061722/?ref_=sr_t_405
Dogville,tt0276919,2003,8.0,168000,,,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",https://www.imdb.com/title/tt0276919/?ref_=sr_t_406
The Last Picture Show,tt0067328,1971,8.0,57000,,,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",https://www.imdb.com/title/tt0067328/?ref_=sr_t_407
Rosemary's Baby,tt0063522,1968,8.0,257000,,,A young woman suspects her neighbors have sinister plans for her pregnancy.,https://www.imdb.com/title/tt0063522/?ref_=sr_t_408
Lion,tt3741834,2016,8.0,266000,,,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",https://www.imdb.com/title/tt3741834/?ref_=sr_t_409
Planet of the Apes,tt0063442,1968,8.0,210000,,,"After being kept in hypersleep during a long expedition into deep space, an astronaut crew crash-lands in the 40th century on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.",https://www.imdb.com/title/tt0063442/?ref_=sr_t_410
The Bourne Ultimatum,tt0440963,2007,8.0,683000,,,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,https://www.imdb.com/title/tt0440963/?ref_=sr_t_411
Young Frankenstein,tt0072431,1974,8.0,181000,,,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",https://www.imdb.com/title/tt0072431/?ref_=sr_t_412
JFK,tt0102138,1991,8.0,182000,,,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,https://www.imdb.com/title/tt0102138/?ref_=sr_t_413
Sling Blade,tt0117666,1996,8.0,105000,,,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",https://www.imdb.com/title/tt0117666/?ref_=sr_t_414
Butch Cassidy and the Sundance Kid,tt0064115,1969,8.0,239000,,,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..",https://www.imdb.com/title/tt0064115/?ref_=sr_t_415
Nausicaä of the Valley of the Wind,tt0087544,1984,8.0,197000,,,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,https://www.imdb.com/title/tt0087544/?ref_=sr_t_416
Papillon,tt0070511,1973,8.0,146000,,,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",https://www.imdb.com/title/tt0070511/?ref_=sr_t_417
8½,tt0056801,1963,8.0,133000,,,"Guido seeks peace after his success but faces pressure from past collaborators. As he struggles with creativity, he reflects on his life and past romances.",https://www.imdb.com/title/tt0056801/?ref_=sr_t_418
Laputa: Castle in the Sky,tt0092067,1986,8.0,197000,,,"Pazu's life changes when he meets Sheeta, a girl whom pirates are chasing for her crystal amulet, which has the potential to locate Laputa, a legendary castle floating in the sky.",https://www.imdb.com/title/tt0092067/?ref_=sr_t_419
Ivan's Childhood,tt0056111,1962,8.0,43000,,,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",https://www.imdb.com/title/tt0056111/?ref_=sr_t_420
The Straight Story,tt0166896,1999,8.0,109000,,,"Alvin Straight, a 73-year-old, learns that his estranged brother, Lyle is critically ill. Unable to drive, Alvin embarks on a journey from Iowa to Mt. Zion by riding a lawn mower.",https://www.imdb.com/title/tt0166896/?ref_=sr_t_421
Ip Man,tt1220719,2008,8.0,243000,,,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",https://www.imdb.com/title/tt1220719/?ref_=sr_t_422
Fiddler on the Roof,tt0067093,1971,8.0,52000,,,"In 1905 Russia, a traditionalist Jewish peasant contends with three of his daughters marrying men with modern romantic ideals, all while anti-Semitic sentiment threatens his village.",https://www.imdb.com/title/tt0067093/?ref_=sr_t_423
The Night of the Hunter,tt0048424,1955,8.0,107000,,,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery.",https://www.imdb.com/title/tt0048424/?ref_=sr_t_424
Roman Holiday,tt0046250,1953,8.0,158000,,,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,https://www.imdb.com/title/tt0046250/?ref_=sr_t_425
Persona,tt0060827,1966,8.0,140000,,,A nurse is put in charge of a mute actress and finds that their personae are melding together.,https://www.imdb.com/title/tt0060827/?ref_=sr_t_426
Cinderella Man,tt0352248,2005,8.0,209000,,,"The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.",https://www.imdb.com/title/tt0352248/?ref_=sr_t_427
Wolfwalkers,tt5198068,2020,8.0,45000,,,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,https://www.imdb.com/title/tt5198068/?ref_=sr_t_428
Cool Hand Luke,tt0061512,1967,8.0,197000,,,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",https://www.imdb.com/title/tt0061512/?ref_=sr_t_429
Amores perros,tt0245712,2000,8.0,272000,,,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",https://www.imdb.com/title/tt0245712/?ref_=sr_t_430
What Ever Happened to Baby Jane?,tt0056687,1962,8.0,67000,,,"A former vaudeville child star torments her paraplegic sister, who eclipsed her as a movie star, in their decaying Hollywood mansion while desperately clinging to hopes of a comeback.",https://www.imdb.com/title/tt0056687/?ref_=sr_t_431
Anatomy of a Murder,tt0052561,1959,8.0,78000,,,An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth and will he win his case?,https://www.imdb.com/title/tt0052561/?ref_=sr_t_432
Infernal Affairs,tt0338564,2002,8.0,138000,,,"Chen Wing Yan, a policeman, successfully infiltrates a gang while Lau Kin Ming, a triad member, becomes a mole in the police force. However, things change when both of them must seek each other out.",https://www.imdb.com/title/tt0338564/?ref_=sr_t_433
A Matter of Life and Death,tt0038733,1946,8.0,28000,,,"A British wartime aviator who cheats death must argue for his life before a celestial court, hoping to prolong his fledgling romance with an American girl.",https://www.imdb.com/title/tt0038733/?ref_=sr_t_434
Andrei Rublev,tt0060107,1966,8.0,60000,,,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",https://www.imdb.com/title/tt0060107/?ref_=sr_t_435
La dolce vita,tt0053779,1960,8.0,86000,,,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,https://www.imdb.com/title/tt0053779/?ref_=sr_t_436
The Celebration,tt0154420,1998,8.0,101000,,,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",https://www.imdb.com/title/tt0154420/?ref_=sr_t_437
Elite Squad,tt0861739,2007,8.0,119000,,,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",https://www.imdb.com/title/tt0861739/?ref_=sr_t_438
The Tale of the Princess Kaguya,tt2576852,2013,8.0,62000,,,"Kaguya is a beautiful young woman coveted by five nobles. To try to avoid marrying a stranger she doesn't love, she sends her suitors on seemingly impossible tasks. But she will have to face her fate and punishment for her choices.",https://www.imdb.com/title/tt2576852/?ref_=sr_t_439
Gandhi,tt0083987,1982,8.0,247000,,,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,https://www.imdb.com/title/tt0083987/?ref_=sr_t_440
Who's Afraid of Virginia Woolf?,tt0061184,1966,8.0,84000,,,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",https://www.imdb.com/title/tt0061184/?ref_=sr_t_441
Lucky Baskhar,tt27540542,2024,8.0,42000,,,A cash-strapped cashier working at a bank embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,https://www.imdb.com/title/tt27540542/?ref_=sr_t_442
Le Samouraï,tt0062229,1967,8.0,66000,,,"After professional hitman Jef Costello is seen by witnesses, his efforts to provide himself an alibi drive him further into a corner.",https://www.imdb.com/title/tt0062229/?ref_=sr_t_443
Baahubali: The Beginning,tt2631186,2015,8.0,153000,,,"A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage, his father's bravery in battle and a mission to overthrow the incumbent ruler.",https://www.imdb.com/title/tt2631186/?ref_=sr_t_444
A Woman Under the Influence,tt0072417,1974,8.0,33000,,,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",https://www.imdb.com/title/tt0072417/?ref_=sr_t_445
Persepolis,tt0808417,2007,8.0,105000,,,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,https://www.imdb.com/title/tt0808417/?ref_=sr_t_446
Nobody Knows,tt0408664,2004,8.0,35000,,,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",https://www.imdb.com/title/tt0408664/?ref_=sr_t_447
"Spring, Summer, Fall, Winter... And Spring",tt0374546,2003,8.0,91000,,,"In the midst of the Korean wilderness, a Buddhist master patiently raises a boy while teaching wisdom and compassion through experience and endless exercises.",https://www.imdb.com/title/tt0374546/?ref_=sr_t_448
The 400 Blows,tt0053198,1959,8.0,134000,,,"A young boy, left without attention, delves into a life of petty crime.",https://www.imdb.com/title/tt0053198/?ref_=sr_t_449
Song of the Sea,tt1865505,2014,8.0,68000,,,"Ben, a young Irish boy and his little sister, Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",https://www.imdb.com/title/tt1865505/?ref_=sr_t_450
Secrets & Lies,tt0117589,1996,8.0,51000,,,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",https://www.imdb.com/title/tt0117589/?ref_=sr_t_451
Silenced,tt2070649,2011,8.0,27000,,,"Based on real events, this film depicts the story of a school for the hearing-impaired where young deaf students were sexually assaulted by the faculty members over a long period of time.",https://www.imdb.com/title/tt2070649/?ref_=sr_t_452
Pink Floyd: The Wall,tt0084503,1982,8.0,90000,,,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,https://www.imdb.com/title/tt0084503/?ref_=sr_t_453
The Cabinet of Dr. Caligari,tt0010323,1920,8.0,76000,,,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",https://www.imdb.com/title/tt0010323/?ref_=sr_t_454
Kind Hearts and Coronets,tt0041546,1949,8.0,42000,,,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,https://www.imdb.com/title/tt0041546/?ref_=sr_t_455
The Diving Bell and the Butterfly,tt0401383,2007,8.0,113000,,,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,https://www.imdb.com/title/tt0401383/?ref_=sr_t_456
Dilwale Dulhania Le Jayenge,tt0112870,1995,8.0,85000,,,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",https://www.imdb.com/title/tt0112870/?ref_=sr_t_457
Central Station,tt0140888,1998,8.0,51000,,,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",https://www.imdb.com/title/tt0140888/?ref_=sr_t_458
Mommy,tt3612616,2014,8.0,65000,,,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",https://www.imdb.com/title/tt3612616/?ref_=sr_t_459
Throne of Blood,tt0050613,1957,8.0,60000,,,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",https://www.imdb.com/title/tt0050613/?ref_=sr_t_460
Underground,tt0114787,1995,8.0,64000,,,"Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way.",https://www.imdb.com/title/tt0114787/?ref_=sr_t_461
Brief Encounter,tt0037558,1945,8.0,48000,,,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",https://www.imdb.com/title/tt0037558/?ref_=sr_t_462
"Black Cat, White Cat",tt0118843,1998,8.0,59000,,,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,https://www.imdb.com/title/tt0118843/?ref_=sr_t_463
La Strada,tt0047528,1954,8.0,70000,,,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",https://www.imdb.com/title/tt0047528/?ref_=sr_t_464
"Quo Vadis, Aida?",tt8633462,2020,8.0,42000,,,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",https://www.imdb.com/title/tt8633462/?ref_=sr_t_465
Departures,tt1069238,2008,8.0,57000,,,"Soon after buying an expensive cello, Daigo learns that his orchestra is disbanding. He moves back to his hometown with his wife, where he answers an ad for what Daigo thinks is a travel agency but is, in actuality, a mortuary.",https://www.imdb.com/title/tt1069238/?ref_=sr_t_466
Sweet Smell of Success,tt0051036,1957,8.0,40000,,,A powerful Broadway columnist coerces an unscrupulous press agent into breaking up his sister's romance with a jazz musician.,https://www.imdb.com/title/tt0051036/?ref_=sr_t_467
The Shop Around the Corner,tt0033045,1940,8.0,44000,,,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",https://www.imdb.com/title/tt0033045/?ref_=sr_t_468
Winter Sleep,tt2758880,2014,8.0,59000,,,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,https://www.imdb.com/title/tt2758880/?ref_=sr_t_469
The Legend of 1900,tt0120731,1998,8.0,73000,,,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land.",https://www.imdb.com/title/tt0120731/?ref_=sr_t_470
"Rome, Open City",tt0038890,1945,8.0,34000,,,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.",https://www.imdb.com/title/tt0038890/?ref_=sr_t_471
The Hidden Fortress,tt0051808,1958,8.0,46000,,,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",https://www.imdb.com/title/tt0051808/?ref_=sr_t_472
G.O.R.A.,tt0384116,2004,8.0,71000,,,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,https://www.imdb.com/title/tt0384116/?ref_=sr_t_473
Ace in the Hole,tt0043338,1951,8.0,42000,,,"Hoping to rekindle his dormant career, former journalist Chuck Tatum, now working for a local newspaper, exploits a story about trading post owner Leo Minosa who's trapped in a cave, but rescue efforts soon blossom into a media circus.",https://www.imdb.com/title/tt0043338/?ref_=sr_t_474
The Exterminating Angel,tt0056732,1962,8.0,38000,,,The guests at an upper-class dinner party find themselves unable to leave.,https://www.imdb.com/title/tt0056732/?ref_=sr_t_475
Sanjuro,tt0056443,1962,8.0,44000,,,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",https://www.imdb.com/title/tt0056443/?ref_=sr_t_476
The Virgin Spring,tt0053976,1960,8.0,34000,,,"In 14th century Sweden, an innocent yet pampered teenage girl and a jealous pregnant servant set out from their farm to deliver candles to church-but only one returns because of events that transpire along the way.",https://www.imdb.com/title/tt0053976/?ref_=sr_t_477
Elite Squad 2: The Enemy Within,tt1555149,2010,8.0,92000,,,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",https://www.imdb.com/title/tt1555149/?ref_=sr_t_478
Haider,tt3390572,2014,8.0,61000,,,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",https://www.imdb.com/title/tt3390572/?ref_=sr_t_479
The Twilight Samurai,tt0351817,2002,8.0,27000,,,"As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart.",https://www.imdb.com/title/tt0351817/?ref_=sr_t_480
The Ox-Bow Incident,tt0036244,1943,8.0,27000,,,Walter Van Tilburg Clark's novel inspires an account of a lynch mob that seeks revenge for a rancher's murder.,https://www.imdb.com/title/tt0036244/?ref_=sr_t_481
La Grande Illusion,tt0028950,1937,8.0,41000,,,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",https://www.imdb.com/title/tt0028950/?ref_=sr_t_482
Au Revoir Les Enfants,tt0092593,1987,8.0,38000,,,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",https://www.imdb.com/title/tt0092593/?ref_=sr_t_483
Pink,tt5571734,2016,8.0,52000,,,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",https://www.imdb.com/title/tt5571734/?ref_=sr_t_484
Winter Light,tt0057358,1963,8.0,29000,,,A small-town priest struggles with his faith.,https://www.imdb.com/title/tt0057358/?ref_=sr_t_485
Day for Night,tt0070460,1973,8.0,26000,,,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",https://www.imdb.com/title/tt0070460/?ref_=sr_t_486
Viridiana,tt0055601,1961,8.0,28000,,,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.",https://www.imdb.com/title/tt0055601/?ref_=sr_t_487
Fear Eats the Soul,tt0071141,1974,8.0,26000,,,A woman in her 60s falls in love with a man in his 30s.,https://www.imdb.com/title/tt0071141/?ref_=sr_t_488
The Wild Pear Tree,tt6628102,2018,8.0,31000,,,"An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's deteriorating indulgence into gambling.",https://www.imdb.com/title/tt6628102/?ref_=sr_t_489
Vizontele,tt0270053,2001,8.0,41000,,,"Lives of residents in a small, Anatolian village change when television is introduced to them.",https://www.imdb.com/title/tt0270053/?ref_=sr_t_490
M.S. Dhoni: The Untold Story,tt4169250,2016,8.0,76000,,,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,https://www.imdb.com/title/tt4169250/?ref_=sr_t_491
Dil Chahta Hai,tt0292490,2001,8.0,80000,,,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",https://www.imdb.com/title/tt0292490/?ref_=sr_t_492
Brotherhood,tt0386064,2004,8.0,42000,,,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",https://www.imdb.com/title/tt0386064/?ref_=sr_t_493
Andaz Apna Apna,tt0109117,1994,8.0,58000,,,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,https://www.imdb.com/title/tt0109117/?ref_=sr_t_494
Special Chabbis,tt2377938,2013,8.0,62000,,,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,https://www.imdb.com/title/tt2377938/?ref_=sr_t_495
Lage Raho Munna Bhai,tt0456144,2006,8.0,53000,,,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,https://www.imdb.com/title/tt0456144/?ref_=sr_t_496
The Breath,tt1171701,2009,8.0,37000,,,Story of 40-man Turkish task force who must defend a relay station.,https://www.imdb.com/title/tt1171701/?ref_=sr_t_497
Sirf Ek Bandaa Kaafi Hai,tt24485052,2023,8.0,31000,,,A common man with honesty and integrity can take on the system when he has truth on his side.,https://www.imdb.com/title/tt24485052/?ref_=sr_t_498
The Ten Commandments,tt0049833,1956,7.9,84000,,,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",https://www.imdb.com/title/tt0049833/?ref_=sr_t_499
